Casino brand	Current Status	Source	GEO	The type of a deal	CPA	RS	BL/Qualif	Offer content	Our offer content	Affiliate Link	Our Link
Cazimbo	Ongoing	Direct	DE	Hybrid	160	40	20	100% up to 500 EUR + 200 Free Spins 		https://track.affilirise.com/visit/?bta=656711&brand=cazimbo&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/cazimbo
Cazimbo	Ongoing	Direct	FR	Hybrid	160	40	20	100% up to 500 EUR + 200 Free Spins 		https://track.affilirise.com/visit/?bta=656711&brand=cazimbo&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/cazimbo
Cazimbo	Ongoing	Direct	IT	Hybrid	160	40	20	100% up to 500 EUR + 200 Free Spins 		https://track.affilirise.com/visit/?bta=656711&brand=cazimbo&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/cazimbo
Cazimbo	Ongoing	Direct	NO	Hybrid	160	40	20	100% up to 500 EUR + 200 Free Spins 		https://track.affilirise.com/visit/?bta=656711&brand=cazimbo&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/cazimbo
Cazimbo	Ongoing	Direct	FI	Hybrid	160	40	20	100% up to 500 EUR + 200 Free Spins 		https://track.affilirise.com/visit/?bta=656711&brand=cazimbo&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/cazimbo
Spinrollz	Ongoing	Direct	AU	Hybrid	160	40	20	100% up to 500 EUR + 200 Free Spins 		https://track.affilirise.com/visit/?bta=656711&brand=spinrollz&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/spinrollz
Spinrollz	Ongoing	Direct	CA	Hybrid	160	40	20	100% up to 500 EUR + 200 Free Spins 		https://track.affilirise.com/visit/?bta=656711&brand=spinrollz&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/spinrollz
Spinrollz	Ongoing	Direct	DE	Hybrid	160	40	20	100% up to 500 EUR + 200 Free Spins 		https://track.affilirise.com/visit/?bta=656711&brand=spinrollz&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/spinrollz
Spinrollz	Ongoing	Direct	FR	Hybrid	160	40	20	100% up to 500 EUR + 200 Free Spins 		https://track.affilirise.com/visit/?bta=656711&brand=spinrollz&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/spinrollz
Spinrollz	Ongoing	Direct	IT	Hybrid	160	40	20	100% up to 500 EUR + 200 Free Spins 		https://track.affilirise.com/visit/?bta=656711&brand=spinrollz&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/spinrollz
Spinrollz	Ongoing	Direct	NO	Hybrid	160	40	20	100% up to 500 EUR + 200 Free Spins 		https://track.affilirise.com/visit/?bta=656711&brand=spinrollz&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/spinrollz
Spinrollz	Ongoing	Direct	FI	Hybrid	160	40	20	100% up to 500 EUR + 200 Free Spins 		https://track.affilirise.com/visit/?bta=656711&brand=spinrollz&afp=&afp={subid}&afp1=pubID&keyword={keyword}	https://go.luckyhotei.com/spinrollz
Felixspin	Ongoing	LGaming	DE	CPA	330		330	100% up to 250€ + 150 Free Spins		https://lgamifly.com/fVdVJ?sub1={subid}	https://go.luckyhotei.com/felixspin
Felixspin	Ongoing	LGaming	AT	CPA	330		330	100% up to 250€ + 150 Free Spins		https://lgamifly.com/fVdVJ?sub1={subid}	https://go.luckyhotei.com/felixspin
Vivatbet	Ongoing	LGaming	FI	CPA	170		170	200% up to 1500€+ 150 Free Spins		https://lgamifly.com/TXdVJ?sub1={subid}	https://go.luckyhotei.com/vivatbet
BetSofa	Ongoing	Direct	AU	Hybrid	120	60	20			https://preloadup.com/d5f0c93d6?subid={subid}	https://go.luckyhotei.com/betsofa
BetSofa	Ongoing	Direct	CA	Hybrid	120	60	20			https://preloadup.com/d5f0c93d6?subid={subid}	https://go.luckyhotei.com/betsofa
BetSofa	Ongoing	Direct	NZ	Hybrid	120	60	20			https://preloadup.com/d5f0c93d6?subid={subid}	https://go.luckyhotei.com/betsofa
BetSofa	Ongoing	Direct	FI	Hybrid	120	60	20			https://preloadup.com/d5f0c93d6?subid={subid}	https://go.luckyhotei.com/betsofa
BetSofa	Ongoing	Direct	NO	Hybrid	120	60	20			https://preloadup.com/d5f0c93d6?subid={subid}	https://go.luckyhotei.com/betsofa
BetSofa	Ongoing	Direct	DK	Hybrid	120	60	20			https://preloadup.com/d5f0c93d6?subid={subid}	https://go.luckyhotei.com/betsofa
Luckyreels	Ongoing	Direct	AU	Hybrid	120	60	20			https://prlimited.click/dfa081e94?subid={subid}	https://go.luckyhotei.com/luckyreels
Luckyreels	Ongoing	Direct	CA	Hybrid	120	60	20			https://prlimited.click/dfa081e94?subid={subid}	https://go.luckyhotei.com/luckyreels
Luckyreels	Ongoing	Direct	NZ	Hybrid	120	60	20			https://prlimited.click/dfa081e94?subid={subid}	https://go.luckyhotei.com/luckyreels
Luckyreels	Ongoing	Direct	FI	Hybrid	120	60	20			https://prlimited.click/dfa081e94?subid={subid}	https://go.luckyhotei.com/luckyreels
Luckyreels	Ongoing	Direct	NO	Hybrid	120	60	20			https://prlimited.click/dfa081e94?subid={subid}	https://go.luckyhotei.com/luckyreels
Luckyreels	Ongoing	Direct	DK	Hybrid	120	60	20			https://prlimited.click/dfa081e94?subid={subid}	https://go.luckyhotei.com/luckyreels
Kingamo	Ongoing	Direct	AU	Hybrid	120	60	20			https://kingbro.tech/d8a91a256?subid={subid}	https://go.luckyhotei.com/kingamo
Kingamo	Ongoing	Direct	CA	Hybrid	120	60	20			https://kingbro.tech/d8a91a256?subid={subid}	https://go.luckyhotei.com/kingamo
Kingamo	Ongoing	Direct	NZ	Hybrid	120	60	20			https://kingbro.tech/d8a91a256?subid={subid}	https://go.luckyhotei.com/kingamo
Kingamo	Ongoing	Direct	FI	Hybrid	120	60	20			https://kingbro.tech/d8a91a256?subid={subid}	https://go.luckyhotei.com/kingamo
Kingamo	Ongoing	Direct	NO	Hybrid	120	60	20			https://kingbro.tech/d8a91a256?subid={subid}	https://go.luckyhotei.com/kingamo
Kingamo	Ongoing	Direct	DK	Hybrid	120	60	20			https://kingbro.tech/d8a91a256?subid={subid}	https://go.luckyhotei.com/kingamo
Puma	Ongoing	Direct	AU	Hybrid	120	60	20			https://easysetup.fun/d55f8d583?subid={subid}	https://go.luckyhotei.com/puma
Puma	Ongoing	Direct	CA	Hybrid	120	60	20			https://easysetup.fun/d55f8d583?subid={subid}	https://go.luckyhotei.com/puma
Puma	Ongoing	Direct	NZ	Hybrid	120	60	20			https://easysetup.fun/d55f8d583?subid={subid}	https://go.luckyhotei.com/puma
Puma	Ongoing	Direct	FI	Hybrid	120	60	20			https://easysetup.fun/d55f8d583?subid={subid}	https://go.luckyhotei.com/puma
Puma	Ongoing	Direct	NO	Hybrid	120	60	20			https://easysetup.fun/d55f8d583?subid={subid}	https://go.luckyhotei.com/puma
Puma	Ongoing	Direct	DK	Hybrid	120	60	20			https://easysetup.fun/d55f8d583?subid={subid}	https://go.luckyhotei.com/puma
Rocketwin	Ongoing	Direct	AU	Hybrid	120	60	20			https://clockom.xyz/de4b3905e?subid={subid}	https://go.luckyhotei.com/rocketwin
Rocketwin	Ongoing	Direct	CA	Hybrid	120	60	20			https://clockom.xyz/de4b3905e?subid={subid}	https://go.luckyhotei.com/rocketwin
Rocketwin	Ongoing	Direct	NZ	Hybrid	120	60	20			https://clockom.xyz/de4b3905e?subid={subid}	https://go.luckyhotei.com/rocketwin
Rocketwin	Ongoing	Direct	FI	Hybrid	120	60	20			https://clockom.xyz/de4b3905e?subid={subid}	https://go.luckyhotei.com/rocketwin
Rocketwin	Ongoing	Direct	NO	Hybrid	120	60	20			https://clockom.xyz/de4b3905e?subid={subid}	https://go.luckyhotei.com/rocketwin
Rocketwin	Ongoing	Direct	DK	Hybrid	120	60	20			https://clockom.xyz/de4b3905e?subid={subid}	https://go.luckyhotei.com/rocketwin
SpinSpace	Ongoing	Direct	AU	Hybrid	120	60	20			https://gomaster.tech/df72df4c4?subid={subid}	https://go.luckyhotei.com/spinspace
SpinSpace	Ongoing	Direct	CA	Hybrid	120	60	20			https://gomaster.tech/df72df4c4?subid={subid}	https://go.luckyhotei.com/spinspace
SpinSpace	Ongoing	Direct	NZ	Hybrid	120	60	20			https://gomaster.tech/df72df4c4?subid={subid}	https://go.luckyhotei.com/spinspace
SpinSpace	Ongoing	Direct	FI	Hybrid	120	60	20			https://gomaster.tech/df72df4c4?subid={subid}	https://go.luckyhotei.com/spinspace
SpinSpace	Ongoing	Direct	NO	Hybrid	120	60	20			https://gomaster.tech/df72df4c4?subid={subid}	https://go.luckyhotei.com/spinspace
SpinSpace	Ongoing	Direct	DK	Hybrid	120	60	20			https://gomaster.tech/df72df4c4?subid={subid}	https://go.luckyhotei.com/spinspace
Wish	Ongoing	Direct	AU	Hybrid	120	60	20			https://trustorg.fun/dfe6d9860?subid={subid}	https://go.luckyhotei.com/wish
Wish	Ongoing	Direct	CA	Hybrid	120	60	20			https://trustorg.fun/dfe6d9860?subid={subid}	https://go.luckyhotei.com/wish
Wish	Ongoing	Direct	NZ	Hybrid	120	60	20			https://trustorg.fun/dfe6d9860?subid={subid}	https://go.luckyhotei.com/wish
Wish	Ongoing	Direct	FI	Hybrid	120	60	20			https://trustorg.fun/dfe6d9860?subid={subid}	https://go.luckyhotei.com/wish
Wish	Ongoing	Direct	NO	Hybrid	120	60	20			https://trustorg.fun/dfe6d9860?subid={subid}	https://go.luckyhotei.com/wish
Wish	Ongoing	Direct	DK	Hybrid	120	60	20			https://trustorg.fun/dfe6d9860?subid={subid}	https://go.luckyhotei.com/wish
GoSpin	Ongoing	Direct	AU	Hybrid	120	60	20			https://spinupload.online/d0f0bd3b5?subid={subid}	https://go.luckyhotei.com/gospin
GoSpin	Ongoing	Direct	CA	Hybrid	120	60	20			https://spinupload.online/d0f0bd3b5?subid={subid}	https://go.luckyhotei.com/gospin
GoSpin	Ongoing	Direct	NZ	Hybrid	120	60	20			https://spinupload.online/d0f0bd3b5?subid={subid}	https://go.luckyhotei.com/gospin
GoSpin	Ongoing	Direct	FI	Hybrid	120	60	20			https://spinupload.online/d0f0bd3b5?subid={subid}	https://go.luckyhotei.com/gospin
GoSpin	Ongoing	Direct	NO	Hybrid	120	60	20			https://spinupload.online/d0f0bd3b5?subid={subid}	https://go.luckyhotei.com/gospin
GoSpin	Ongoing	Direct	DK	Hybrid	120	60	20			https://spinupload.online/d0f0bd3b5?subid={subid}	https://go.luckyhotei.com/gospin
Hashlucky	Ongoing	Direct	NL	Hybrid	150	40	20	100% up to 500€ + 100 Free Spins		https://record.hexaffiliates.io/_60P--n6mqNIWqcfzuvZcQGNd7ZgqdRLk/1/?pg=0?s2s.req_id={subid}	https://go.luckyhotei.com/hashlucky
Hashlucky	Ongoing	Direct	DE	Hybrid	150	40	20	100% up to 500€ + 100 Free Spins		https://record.hexaffiliates.io/_60P--n6mqNIWqcfzuvZcQGNd7ZgqdRLk/1/?pg=0?s2s.req_id={subid}	https://go.luckyhotei.com/hashlucky
Hexabet	Ongoing	Direct	AU	Hybrid	150	40	20	150% up to 500€ + 100 Free Spins		https://record.hexaffiliates.io/_60P--n6mqNJhg6WO2I1rgWNd7ZgqdRLk/1/?s2s.req_id={subid}	https://go.luckyhotei.com/hexabet
Hexabet	Ongoing	Direct	CA	Hybrid	150	40	20	150% up to 500€ + 100 Free Spins		https://record.hexaffiliates.io/_60P--n6mqNJhg6WO2I1rgWNd7ZgqdRLk/1/?s2s.req_id={subid}	https://go.luckyhotei.com/hexabet
Hexabet	Ongoing	Direct	NZ	Hybrid	150	40	20	150% up to 500€ + 100 Free Spins		https://record.hexaffiliates.io/_60P--n6mqNJhg6WO2I1rgWNd7ZgqdRLk/1/?s2s.req_id={subid}	https://go.luckyhotei.com/hexabet
Hexabet	Ongoing	Direct	DE	Hybrid	150	40	20	150% up to 500€ + 100 Free Spins		https://record.hexaffiliates.io/_60P--n6mqNLP2s46Cv8UUWNd7ZgqdRLk/1/?pg=0?s2s.req_id={subid}	https://go.luckyhotei.com/hexabet
Hexabet	Ongoing	Direct	AT	Hybrid	150	40	20	150% up to 500€ + 100 Free Spins		https://record.hexaffiliates.io/_60P--n6mqNLP2s46Cv8UUWNd7ZgqdRLk/1/?pg=0?s2s.req_id={subid}	https://go.luckyhotei.com/hexabet
Hexabet	Ongoing	Direct	IT	Hybrid	150	40	20	150% up to 500€ + 100 Free Spins		https://record.hexaffiliates.io/_60P--n6mqNJhg6WO2I1rgWNd7ZgqdRLk/1/?s2s.req_id={subid}	https://go.luckyhotei.com/hexabet
Hexabet	Ongoing	Direct	NO	Hybrid	150	40	20	150% up to 500€ + 100 Free Spins		https://record.hexaffiliates.io/_60P--n6mqNJhg6WO2I1rgWNd7ZgqdRLk/1/?s2s.req_id={subid}	https://go.luckyhotei.com/hexabet
Hexabet	Ongoing	Direct	FI	Hybrid	150	40	20	150% up to 500€ + 100 Free Spins		https://record.hexaffiliates.io/_60P--n6mqNJhg6WO2I1rgWNd7ZgqdRLk/1/?s2s.req_id={subid}	https://go.luckyhotei.com/hexabet
Hexabet	Ongoing	Direct	DK	Hybrid	150	40	20	150% up to 500€ + 100 Free Spins		https://record.hexaffiliates.io/_60P--n6mqNJhg6WO2I1rgWNd7ZgqdRLk/1/?s2s.req_id={subid}	https://go.luckyhotei.com/hexabet
Casabet	Ongoing	Direct	DE	Hybrid	210	40	25	400% up to 2200€ + 350 Free Spins		https://record.joinaff.com/_LFBF10rGqu2_Svdb-mxPVWNd7ZgqdRLk/1/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/casabet
Casabet	Ongoing	Direct	AT	Hybrid	210	40	25	400% up to 2200€ + 350 Free Spins		https://record.joinaff.com/_LFBF10rGqu2_Svdb-mxPVWNd7ZgqdRLk/2/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/casabet
Casabet	Ongoing	Direct	CA	Hybrid	210	40	25	400% up to 2200€ + 350 Free Spins		https://record.joinaff.com/_LFBF10rGqu0a04rtdr7SPmNd7ZgqdRLk/3/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/casabet
Casabet	Ongoing	Direct	IT	Hybrid	210	40	25	400% up to 2200€ + 350 Free Spins		https://record.joinaff.com/_LFBF10rGqu2Il8mywhH2cGNd7ZgqdRLk/4/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/casabet
Casabet	Ongoing	Direct	AU	Hybrid	210	40	25	400% up to 2200€ + 350 Free Spins		https://record.joinaff.com/_LFBF10rGqu0a3Rx1bGMx4GNd7ZgqdRLk/5/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/casabet
Casabet	Ongoing	Direct	NZ	Hybrid	210	40	25	400% up to 2200€ + 350 Free Spins		https://record.joinaff.com/_LFBF10rGqu0bpNkCTeyfNmNd7ZgqdRLk/8/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/casabet
Casabet	Ongoing	Direct	SE	Hybrid	210	40	25	400% up to 2200€ + 350 Free Spins		https://record.joinaff.com/_LFBF10rGqu1WCjANPqOzImNd7ZgqdRLk/11/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/casabet
Casabet	Ongoing	Direct	NO	Hybrid	210	40	25	400% up to 2200€ + 350 Free Spins		https://record.joinaff.com/_LFBF10rGqu0gz9dvdGE5wWNd7ZgqdRLk/6/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/casabet
Casabet	Ongoing	Direct	FI	Hybrid	210	40	25	400% up to 2200€ + 350 Free Spins		https://record.joinaff.com/_LFBF10rGqu2zALcSfNRbdGNd7ZgqdRLk/10/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/casabet
Casabet	Ongoing	Direct	DK	Hybrid	210	40	25	400% up to 2200€ + 350 Free Spins		https://record.joinaff.com/_LFBF10rGqu1oAxKBEI54x2Nd7ZgqdRLk/9/?payload={subid}&s2s.req_id={keyword}	https://go.luckyhotei.com/casabet
Betstro	Ongoing	Direct	AU	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5485&afp={subid}	https://go.luckyhotei.com/betstro
Betstro	Ongoing	Direct	CA	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5457&afp={subid}	https://go.luckyhotei.com/betstro
Betstro	Ongoing	Direct	NZ	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5486&afp={subid}	https://go.luckyhotei.com/betstro
Betstro	Ongoing	Direct	FI	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5461&afp={subid}	https://go.luckyhotei.com/betstro
Betstro	Ongoing	Direct	DE	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5412&afp={subid}	https://go.luckyhotei.com/betstro
Betstro	Ongoing	Direct	FR	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5492&afp={subid}	https://go.luckyhotei.com/betstro
Betstro	Ongoing	Direct	NO	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5414&afp={subid}	https://go.luckyhotei.com/betstro
Betstro	Ongoing	Direct	AT	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5412&afp={subid}	https://go.luckyhotei.com/betstro
Betstro	Ongoing	Direct	DK	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5452&afp={subid}	https://go.luckyhotei.com/betstro
Betstro	Ongoing	Direct	SE	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5452&afp={subid}	https://go.luckyhotei.com/betstro
Foggybet	Ongoing	Direct	AU	Hybrid	130	40	20	100% up to 200€ + 25 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5512&afp={subid}	https://go.luckyhotei.com/foggybet
Foggybet	Ongoing	Direct	CA	Hybrid	130	40	20	100% up to 200€ + 25 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5511&afp={subid}	https://go.luckyhotei.com/foggybet
Foggybet	Ongoing	Direct	NZ	Hybrid	130	40	20	100% up to 200€ + 25 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5513&afp={subid}	https://go.luckyhotei.com/foggybet
Foggybet	Ongoing	Direct	FI	Hybrid	130	40	20	100% up to 200€ + 25 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5507&afp={subid}	https://go.luckyhotei.com/foggybet
Foggybet	Ongoing	Direct	DE	Hybrid	130	40	20	100% up to 200€ + 25 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5514&afp={subid}	https://go.luckyhotei.com/foggybet
Foggybet	Ongoing	Direct	FR	Hybrid	130	40	20	100% up to 200€ + 25 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5519&afp={subid}	https://go.luckyhotei.com/foggybet
Foggybet	Ongoing	Direct	NO	Hybrid	130	40	20	100% up to 200€ + 25 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5516&afp={subid}	https://go.luckyhotei.com/foggybet
Foggybet	Ongoing	Direct	AT	Hybrid	130	40	20	100% up to 200€ + 25 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5514&afp={subid}	https://go.luckyhotei.com/foggybet
Foggybet	Ongoing	Direct	DK	Hybrid	130	40	20	100% up to 200€ + 25 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5509&afp={subid}	https://go.luckyhotei.com/foggybet
Foggybet	Ongoing	Direct	SE	Hybrid	130	40	20	100% up to 200€ + 25 Free Spins		https://go.ohmygaming.partners/visit/?bta=35797&nci=5509&afp={subid}	https://go.luckyhotei.com/foggybet
OhMyZino	Ongoing	Direct	CA	Hybrid	130	40	20	300% up to 1000€ 		https://go.ohmygaming.partners/visit/?bta=35797&nci=5380&afp={subid}	https://go.luckyhotei.com/ohmyzino
OhMyZino	Ongoing	Direct	FI	Hybrid	130	40	20	300% up to 1000€ 		https://go.ohmygaming.partners/visit/?bta=35797&nci=5371&afp={subid}	https://go.luckyhotei.com/ohmyzino
OhMyZino	Ongoing	Direct	FR	Hybrid	130	40	20	300% up to 1000€ 		https://go.ohmygaming.partners/visit/?bta=35797&nci=5406&afp={subid}	https://go.luckyhotei.com/ohmyzino
OhMyZino	Ongoing	Direct	DE	Hybrid	130	40	20	300% up to 1000€ 		https://go.ohmygaming.partners/visit/?bta=35797&nci=5369&afp={subid}	https://go.luckyhotei.com/ohmyzino
OhMyZino	Ongoing	Direct	AT	Hybrid	130	40	20	300% up to 1000€ 		https://go.ohmygaming.partners/visit/?bta=35797&nci=5369&afp={subid}	https://go.luckyhotei.com/ohmyzino
OhMyZino	Ongoing	Direct	IT	Hybrid	130	40	20	300% up to 1000€ 		https://go.ohmygaming.partners/visit/?bta=35797&nci=5399&afp={subid}	https://go.luckyhotei.com/ohmyzino
OhMyZino	Ongoing	Direct	NZ	Hybrid	130	40	20	300% up to 1000€ 		https://go.ohmygaming.partners/visit/?bta=35797&nci=5383&afp={subid}	https://go.luckyhotei.com/ohmyzino
OhMyZino	Ongoing	Direct	NO	Hybrid	130	40	20	300% up to 1000€ 		https://go.ohmygaming.partners/visit/?bta=35797&nci=5372&afp={subid}	https://go.luckyhotei.com/ohmyzino
OhMyZino	Ongoing	Direct	SE	Hybrid	130	40	20	300% up to 1000€ 		https://go.ohmygaming.partners/visit/?bta=35797&nci=5389&afp={subid}	https://go.luckyhotei.com/ohmyzino
OhMyZino	Ongoing	Direct	DK	Hybrid	130	40	20	300% up to 1000€ 		https://go.ohmygaming.partners/visit/?bta=35797&nci=5389&afp={subid}	https://go.luckyhotei.com/ohmyzino
Yugibet	Ongoing	Direct	AU	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.kamikazeaffiliates.com/visit/?bta=35395&nci=5416&afp={subid}	https://go.luckyhotei.com/yugibet
Yugibet	Ongoing	Direct	CA	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.kamikazeaffiliates.com/visit/?bta=35395&nci=5404&afp={subid}	https://go.luckyhotei.com/yugibet
Yugibet	Ongoing	Direct	FI	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.kamikazeaffiliates.com/visit/?bta=35395&nci=5403&afp={subid}	https://go.luckyhotei.com/yugibet
Yugibet	Ongoing	Direct	FR	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.kamikazeaffiliates.com/visit/?bta=35395&nci=5417&afp={subid}	https://go.luckyhotei.com/yugibet
Yugibet	Ongoing	Direct	DE	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.kamikazeaffiliates.com/visit/?bta=35395&nci=5418&afp={subid}	https://go.luckyhotei.com/yugibet
Yugibet	Ongoing	Direct	AT	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.kamikazeaffiliates.com/visit/?bta=35395&nci=5418&afp={subid}	https://go.luckyhotei.com/yugibet
Yugibet	Ongoing	Direct	IT	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.kamikazeaffiliates.com/visit/?bta=35395&nci=5390&afp={subid}	https://go.luckyhotei.com/yugibet
Yugibet	Ongoing	Direct	NO	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.kamikazeaffiliates.com/visit/?bta=35395&nci=5420&afp={subid}	https://go.luckyhotei.com/yugibet
Yugibet	Ongoing	Direct	SE	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.kamikazeaffiliates.com/visit/?bta=35395&nci=5409&afp={subid}	https://go.luckyhotei.com/yugibet
Yugibet	Ongoing	Direct	DK	Hybrid	130	40	20	100% up to 200€ + 200 Free Spins		https://go.kamikazeaffiliates.com/visit/?bta=35395&nci=5409&afp={subid}	https://go.luckyhotei.com/yugibet
JoeFortune	Ongoing	Profitov	AU	CPA	200		200	500% up to 5000€ + 450 Free Spins		https://my.trekyoubaby.com/click?pid=4665&offer_id=6232&sub4={subid}	https://go.luckyhotei.com/joefortune
IgnitionCasino	Ongoing	Profitov	AU	CPA	200		200	200% up to 2000$		https://my.trekyoubaby.com/click?pid=4665&offer_id=6235&sub4={subid}	https://go.luckyhotei.com/ignition
Coolzino	Ongoing	Profitov	FR	CPA	220		220	255% up to €450 Bonus + 250 Free Spins		https://my.trekyoubaby.com/click?pid=4665&offer_id=6311&l=1723045351&sub4={subid}	https://go.luckyhotei.com/coolzino
Coolzino	Ongoing	Profitov	AT	CPA	200		200	255% up to €450 Bonus + 250 Free Spins		https://my.trekyoubaby.com/click?pid=4665&offer_id=6311&l=1723045351&sub4={subid}	https://go.luckyhotei.com/coolzino
Coolzino	Ongoing	Profitov	DE	CPA	240		240	255% up to €450 Bonus + 250 Free Spins		https://my.trekyoubaby.com/click?pid=4665&offer_id=6311&l=1723045351&sub4={subid}	https://go.luckyhotei.com/coolzino
HighRoller	Ongoing	Profitov	NZ	CPA	200		200	100% up to €500 + 200 Free Spins		https://my.trekyoubaby.com/click?pid=4665&offer_id=6945&sub4={subid}	https://go.luckyhotei.com/highroller
Hugo Casino	Ongoing	Profitov	SE	CPA	190		190	225% up to €600 + 275 Free Spins		https://my.trekyoubaby.com/click?pid=4665&offer_id=6554&sub4={subid}	https://go.luckyhotei.com/hugo
LuckyMax	Ongoing	Profitov	NL	CPA	220		220	400% up to €4,000 + 300 Free Spins		https://my.trekyoubaby.com/click?pid=4665&offer_id=7240&sub4={subid}	https://go.luckyhotei.com/luckymax
BetPrimeiro	Ongoing	Profitov	CA	CPA	270		270	275% up to €1500 Bonus + 300 Free Spins		https://my.trekyoubaby.com/click?pid=4665&offer_id=7156&sub4={subid}	https://go.luckyhotei.com/betprimeiro
Ritzo	Ongoing	Profitov	CA	CPA	400		400	300% up to €1000 Bonus + 300 Free Spins		https://my.trekyoubaby.com/click?pid=4665&offer_id=7280&sub4={subid}	https://go.luckyhotei.com/ritzo
Spinoloco	Ongoing	Profitov	NZ	CPA	270		270	370% up to €2000 Bonus + 250 Free Spins		https://my.trekyoubaby.com/click?pid=4665&offer_id=7324&sub4={subid}	https://go.luckyhotei.com/spinoloco
CasinoLab	Ongoing	Profitov	AU	CPA	200		200	200% up to €1500 Bonus + 300 Free Spins		https://my.trekyoubaby.com/click?pid=4665&offer_id=7359&l=1734966877&sub4={subid}	https://go.luckyhotei.com/casinolab
CasinoLab	Ongoing	Profitov	CA	CPA	200		200	200% up to €1500 Bonus + 300 Free Spins		https://my.trekyoubaby.com/click?pid=4665&offer_id=7359&l=1734966877&sub4={subid}	https://go.luckyhotei.com/casinolab
CasinoLab	Ongoing	Profitov	DE	CPA	200		200	200% up to €1500 Bonus + 300 Free Spins		https://my.trekyoubaby.com/click?pid=4665&offer_id=7359&l=1734966877&sub4={subid}	https://go.luckyhotei.com/casinolab
CasinoLab	Ongoing	Profitov	IT	CPA	200		200	200% up to €1500 Bonus + 300 Free Spins		https://my.trekyoubaby.com/click?pid=4665&offer_id=7359&l=1734966877&sub4={subid}	https://go.luckyhotei.com/casinolab
